subj	mode	order	scenario	concept	first	Yp	Yn	age	gender	race
 567	se	4	train		cc	neg	 1	1	53	Female	white
 567	se	2	construct	hs	pos	 7	7	53	Female	white
 567	se	5	driver		ml	pos	 3	6	53	Female	white
 568	se	1	construct	cc	neg	 6	5	40	Male	black
 568	se	4	driver		hs	neg	 7	7	40	Male	black
 568	se	2	linebacker	ident	pos	 6	1	40	Male	black
 568	se	3	fire		ivd	pos	 7	1	40	Male	black
 568	se	5	train		ml	pos	 3	3	40	Male	black
 569	je	4	linebacker	ml	neg	 2	3	32	Male	white
 569	je	5	construct	ident	neg	 6	3	32	Male	white
 569	je	1	fire		cc	pos	 2	3	32	Male	white
 569	je	2	driver		ivd	pos	 6	6	32	Male	white
 569	je	3	train		hs	pos	 6	7	32	Male	white
 570	se	1	driver		cc	neg	 3	5	28	Male	white
 570	se	3	linebacker	ivd	neg	 6	7	28	Male	white
 570	se	4	train		ml	neg	 2	2	28	Male	white
 570	se	5	fire		hs	neg	 7	7	28	Male	white
 570	se	2	construct	ident	pos	 7	5	28	Male	white
 571	je	1	linebacker	ivd	neg	 6	5	30	Male	asian.white
 571	je	2	driver		ml	neg	 6	7	30	Male	asian.white
 571	je	4	construct	hs	neg	 7	7	30	Male	asian.white
 571	je	5	train		cc	neg	 5	5	30	Male	asian.white
 571	je	3	fire		ident	pos	 6	5	30	Male	asian.white
 572	je	1	construct	ml	neg	 5	5	54	Female	white
 572	je	2	train		ivd	neg	 7	6	54	Female	white
 572	je	3	linebacker	cc	neg	 1	4	54	Female	white
 572	je	4	driver		hs	neg	 7	7	54	Female	white
 572	je	5	fire		ident	pos	 7	5	54	Female	white
 573	se	1	fire		ident	neg	 1	5	30	Male	white
 573	se	2	construct	hs	neg	 1	1	30	Male	white
 573	se	3	linebacker	ml	neg	 1	1	30	Male	white
 573	se	4	driver		ivd	neg	 7	7	30	Male	white
 573	se	5	train		cc	pos	 4	4	30	Male	white
 574	je	4	fire		ml	neg	 5	5	38	Female	white
 574	je	5	train		hs	neg	 7	7	38	Female	white
 574	je	1	construct	ident	pos	 7	5	38	Female	white
 574	je	2	driver		ivd	pos	 7	7	38	Female	white
 574	je	3	linebacker	cc	pos	 2	5	38	Female	white
 575	je	3	fire		ivd	neg	 6	6	38	Female	black.white
 575	je	5	linebacker	hs	neg	 3	6	38	Female	black.white
 575	je	1	driver		ident	pos	 7	2	38	Female	black.white
 575	je	2	train		ml	pos	 5	5	38	Female	black.white
 575	je	4	construct	cc	pos	 2	2	38	Female	black.white
 576	je	1	linebacker	ident	neg	 7	1	42	Female	white
 576	je	3	driver		cc	neg	 4	7	42	Female	white
 576	je	4	fire		ml	neg	 1	1	42	Female	white
 576	je	5	train		ivd	neg	 6	6	42	Female	white
 576	je	2	construct	hs	pos	 7	7	42	Female	white
 577	je	4	train		ident	neg	 7	4	36	Male	white
 577	je	5	driver		cc	neg	 5	5	36	Male	white
 577	je	1	linebacker	ml	pos	 5	5	36	Male	white
 577	je	2	construct	hs	pos	 7	7	36	Male	white
 577	je	3	fire		ivd	pos	 6	3	36	Male	white
 578	je	1	construct	ivd	neg	 7	7	22	Male	white
 578	je	3	fire		ident	neg	 7	7	22	Male	white
 578	je	4	linebacker	cc	neg	 5	5	22	Male	white
 578	je	5	train		hs	neg	 4	7	22	Male	white
 578	je	2	driver		ml	pos	 4	7	22	Male	white
 579	je	3	train		cc	neg	 1	4	49	Male	white
 579	je	4	fire		ivd	neg	 7	7	49	Male	white
 579	je	5	construct	hs	neg	 7	7	49	Male	white
 579	je	1	linebacker	ml	pos	 1	1	49	Male	white
 579	je	2	driver		ident	pos	 7	4	49	Male	white
 580	se	2	construct	hs	neg	 7	7	34	Female	white
 580	se	3	train		ml	neg	 4	4	34	Female	white
 580	se	4	linebacker	cc	neg	 7	7	34	Female	white
 580	se	5	driver		ident	neg	 7	7	34	Female	white
 580	se	1	fire		ivd	pos	 7	7	34	Female	white
 581	je	1	construct	ident	neg	 7	3	44	Male	white
 581	je	3	driver		ml	neg	 4	7	44	Male	white
 581	je	4	fire		cc	neg	 1	5	44	Male	white
 581	je	2	train		ivd	pos	 7	7	44	Male	white
 581	je	5	linebacker	hs	pos	 3	5	44	Male	white
 582	se	3	train		ivd	neg	 7	7	32	Male	white
 582	se	4	construct	ident	neg	 7	1	32	Male	white
 582	se	5	fire		hs	neg	 6	7	32	Male	white
 582	se	1	linebacker	ml	pos	 2	2	32	Male	white
 582	se	2	driver		cc	pos	 5	6	32	Male	white
 583	se	1	fire		hs	neg	 5	6	36	Female	latino
 583	se	4	linebacker	cc	neg	 2	5	36	Female	latino
 583	se	5	train		ident	neg	 7	6	36	Female	latino
 583	se	2	driver		ml	pos	 1	7	36	Female	latino
 583	se	3	construct	ivd	pos	 7	7	36	Female	latino
 584	se	3	driver		hs	neg	 7	7	32	Female	black.white.native.american
 584	se	5	linebacker	ivd	neg	 6	5	32	Female	black.white.native.american
 584	se	1	fire		ml	pos	 1	1	32	Female	black.white.native.american
 584	se	2	train		ident	pos	 7	1	32	Female	black.white.native.american
 584	se	4	construct	cc	pos	 2	2	32	Female	black.white.native.american
 585	se	2	driver		ml	neg	 5	5	32	Male	white
 585	se	4	construct	ident	neg	 7	6	32	Male	white
 585	se	1	linebacker	hs	pos	 6	7	32	Male	white
 585	se	3	train		cc	pos	 3	6	32	Male	white
 585	se	5	fire		ivd	pos	 6	6	32	Male	white
 586	se	1	driver		cc	neg	 5	7	45	Male	white
 586	se	2	construct	ml	neg	 6	7	45	Male	white
 586	se	3	train		ident	neg	 7	7	45	Male	white
 586	se	4	fire		hs	neg	 5	7	45	Male	white
 586	se	5	linebacker	ivd	pos	 7	7	45	Male	white
 587	je	3	construct	ident	neg	 7	5	33	Female	asian
 587	je	5	driver		hs	neg	 5	7	33	Female	asian
 587	je	1	fire		ml	pos	 6	6	33	Female	asian
 587	je	2	train		cc	pos	 3	5	33	Female	asian
 587	je	4	linebacker	ivd	pos	 6	6	33	Female	asian
 588	se	1	linebacker	ml	neg	 1	2	21	Female	asian.white.native.american
 588	se	3	train		ivd	neg	 7	7	21	Female	asian.white.native.american
 588	se	2	fire		hs	pos	 7	7	21	Female	asian.white.native.american
 588	se	4	construct	cc	pos	 6	6	21	Female	asian.white.native.american
 588	se	5	driver		ident	pos	 7	5	21	Female	asian.white.native.american
 589	se	1	fire		hs	neg	 6	7	22	Male	asian
 589	se	2	driver		ivd	neg	 7	7	22	Male	asian
 589	se	3	linebacker	ident	neg	 7	5	22	Male	asian
 589	se	4	train		ml	neg	 5	5	22	Male	asian
 589	se	5	construct	cc	neg	 2	2	22	Male	asian
 590	se	1	fire		hs	neg	 1	7	32	Female	white
 590	se	2	construct	ident	pos	 7	1	32	Female	white
 590	se	3	linebacker	ml	pos	 1	1	32	Female	white
 590	se	4	driver		ivd	pos	 7	7	32	Female	white
 590	se	5	train		cc	pos	 2	2	32	Female	white
 591	se	4	linebacker	cc	neg	 1	5	27	Female	latino
 591	se	1	driver		ivd	pos	 7	7	27	Female	latino
 591	se	2	fire		ml	pos	 5	5	27	Female	latino
 591	se	3	train		hs	pos	 7	7	27	Female	latino
 591	se	5	construct	ident	pos	 7	5	27	Female	latino
 592	je	2	driver		ident	neg	 7	5	28	Male	white.latino
 592	je	5	construct	ivd	neg	 7	7	28	Male	white.latino
 592	je	1	fire		hs	pos	 7	7	28	Male	white.latino
 592	je	3	linebacker	cc	pos	 3	7	28	Male	white.latino
 592	je	4	train		ml	pos	 4	5	28	Male	white.latino
 593	se	2	fire		ml	neg	 5	5	29	Female	white
 593	se	1	driver		ivd	pos	 7	7	29	Female	white
 593	se	3	construct	ident	pos	 7	6	29	Female	white
 593	se	4	train		hs	pos	 7	7	29	Female	white
 593	se	5	linebacker	cc	pos	 1	6	29	Female	white
 594	je	4	linebacker	ivd	neg	 6	5	32	Male	white
 594	je	1	fire		ident	pos	 7	7	32	Male	white
 594	je	2	driver		cc	pos	 3	3	32	Male	white
 594	je	3	train		hs	pos	 7	7	32	Male	white
 594	je	5	construct	ml	pos	 3	5	32	Male	white
 595	je	2	construct	ml	neg	 4	4	25	Male	asian
 595	je	5	train		hs	neg	 7	7	25	Male	asian
 595	je	1	driver		cc	pos	 4	4	25	Male	asian
 595	je	3	linebacker	ivd	pos	 7	7	25	Male	asian
 595	je	4	fire		ident	pos	 7	7	25	Male	asian
 596	se	1	driver		cc	neg	 5	6	24	Male	white
 596	se	5	train		hs	neg	 7	7	24	Male	white
 596	se	2	fire		ml	pos	 3	3	24	Male	white
 596	se	3	linebacker	ivd	pos	 6	6	24	Male	white
 596	se	4	construct	ident	pos	 7	2	24	Male	white
 597	se	1	train		cc	neg	 4	4	27	Female	latino
 597	se	2	construct	ivd	neg	 6	6	27	Female	latino
 597	se	4	fire		ml	neg	 5	5	27	Female	latino
 597	se	5	linebacker	ident	neg	 6	6	27	Female	latino
 597	se	3	driver		hs	pos	 6	6	27	Female	latino
 598	je	1	linebacker	ivd	neg	 7	7	29	Female	asian.white
 598	je	2	driver		cc	neg	 3	7	29	Female	asian.white
 598	je	4	train		hs	neg	 7	7	29	Female	asian.white
 598	je	3	construct	ident	pos	 7	6	29	Female	asian.white
 598	je	5	fire		ml	pos	 3	3	29	Female	asian.white
 599	je	3	train		ident	neg	 7	1	33	Male	asian
 599	je	4	linebacker	hs	neg	 7	7	33	Male	asian
 599	je	5	fire		cc	neg	 1	1	33	Male	asian
 599	je	1	construct	ml	pos	 7	7	33	Male	asian
 599	je	2	driver		ivd	pos	 7	7	33	Male	asian
 600	je	4	train		hs	neg	 6	7	26	Female	white
 600	je	5	construct	ident	neg	 7	4	26	Female	white
 600	je	1	driver		ivd	pos	 7	7	26	Female	white
 600	je	2	linebacker	cc	pos	 1	7	26	Female	white
 600	je	3	fire		ml	pos	 2	4	26	Female	white
 601	je	2	linebacker	cc	neg	 3	3	21	Female	white
 601	je	1	construct	ivd	pos	 7	7	21	Female	white
 601	je	3	fire		ident	pos	 7	4	21	Female	white
 601	je	4	train		hs	pos	 4	7	21	Female	white
 601	je	5	driver		ml	pos	 1	6	21	Female	white
 602	se	1	driver		hs	neg	 5	7	22	Female	white
 602	se	2	fire		cc	neg	 2	3	22	Female	white
 602	se	3	train		ident	neg	 3	2	22	Female	white
 602	se	4	construct	ivd	neg	 6	3	22	Female	white
 602	se	5	linebacker	ml	pos	 1	1	22	Female	white
 603	je	2	linebacker	cc	neg	 7	7	26	Female	latino
 603	je	4	fire		ivd	neg	 7	7	26	Female	latino
 603	je	1	construct	hs	pos	 7	7	26	Female	latino
 603	je	3	train		ident	pos	 7	4	26	Female	latino
 603	je	5	driver		ml	pos	 5	7	26	Female	latino
 604	je	1	construct	ml	neg	 5	5	69	Female	white
 604	je	2	fire		ident	pos	 6	3	69	Female	white
 604	je	3	driver		hs	pos	 7	7	69	Female	white
 604	je	4	train		ivd	pos	 6	6	69	Female	white
 604	je	5	linebacker	cc	pos	 2	2	69	Female	white
 605	je	3	driver		ident	neg	 7	7	64	Female	white
 605	je	4	construct	ml	neg	 1	1	64	Female	white
 605	je	1	train		ivd	pos	 7	7	64	Female	white
 605	je	2	fire		hs	pos	 1	1	64	Female	white
 605	je	5	linebacker	cc	pos	 1	1	64	Female	white
 606	je	1	driver		ml	neg	 7	7	65	Female	white
 606	je	4	linebacker	ident	neg	 7	6	65	Female	white
 606	je	5	fire		cc	neg	 3	6	65	Female	white
 606	je	2	construct	ivd	pos	 7	7	65	Female	white
 606	je	3	train		hs	pos	 6	7	65	Female	white
 607	se	1	linebacker	ident	neg	 5	1	36	Male	white
 607	se	4	driver		cc	neg	 2	6	36	Male	white
 607	se	5	fire		ivd	neg	 6	6	36	Male	white
 607	se	2	construct	hs	pos	 4	5	36	Male	white
 607	se	3	train		ml	pos	 2	2	36	Male	white
 608	se	1	linebacker	ml	neg	 3	3	29	Male	white
 608	se	2	fire		ident	neg	 5	3	29	Male	white
 608	se	4	driver		cc	neg	 4	6	29	Male	white
 608	se	3	train		ivd	pos	 5	5	29	Male	white
 608	se	5	construct	hs	pos	 6	7	29	Male	white
 609	se	4	construct	ivd	neg	 7	7	40	Female	black
 609	se	5	fire		ml	neg	 1	1	40	Female	black
 609	se	1	train		ident	pos	 7	3	40	Female	black
 609	se	2	driver		hs	pos	 7	7	40	Female	black
 609	se	3	linebacker	cc	pos	 3	1	40	Female	black
 610	je	1	fire		ident	neg	 7	4	43	Male	white
 610	je	2	driver		ml	neg	 3	5	43	Male	white
 610	je	3	train		hs	neg	 6	7	43	Male	white
 610	je	4	construct	cc	neg	 3	3	43	Male	white
 610	je	5	linebacker	ivd	neg	 5	5	43	Male	white
 611	je	2	driver		ident	neg	 7	4	60	Male	white
 611	je	3	construct	ml	neg	 6	3	60	Male	white
 611	je	5	train		cc	neg	 2	2	60	Male	white
 611	je	1	fire		ivd	pos	 7	7	60	Male	white
 611	je	4	linebacker	hs	pos	 4	7	60	Male	white
 612	se	1	linebacker	hs	neg	 7	7	55	Male	white.native.american
 612	se	3	train		ivd	neg	 7	7	55	Male	white.native.american
 612	se	4	driver		ml	neg	 7	7	55	Male	white.native.american
 612	se	2	construct	ident	pos	 7	1	55	Male	white.native.american
 612	se	5	fire		cc	pos	 1	1	55	Male	white.native.american
 613	se	2	fire		ident	neg	 7	7	31	Female	white
 613	se	3	linebacker	hs	neg	 5	7	31	Female	white
 613	se	5	train		ivd	neg	 7	7	31	Female	white
 613	se	1	driver		cc	pos	 6	6	31	Female	white
 613	se	4	construct	ml	pos	 3	3	31	Female	white
 614	je	2	construct	ivd	neg	 7	7	31	Male	black
 614	je	3	linebacker	ident	neg	 7	7	31	Male	black
 614	je	1	train		ml	pos	 1	1	31	Male	black
 614	je	4	fire		cc	pos	 4	5	31	Male	black
 614	je	5	driver		hs	pos	 3	7	31	Male	black
 615	je	2	construct	ident	neg	 7	3	28	Male	asian
 615	je	3	fire		ivd	neg	 7	6	28	Male	asian
 615	je	4	train		ml	neg	 3	3	28	Male	asian
 615	je	5	linebacker	cc	neg	 2	6	28	Male	asian
 615	je	1	driver		hs	pos	 6	7	28	Male	asian
 616	je	1	construct	hs	neg	 7	7	28	Male	white
 616	je	2	train		ident	neg	 6	2	28	Male	white
 616	je	5	driver		ivd	neg	 6	6	28	Male	white
 616	je	3	linebacker	cc	pos	 2	4	28	Male	white
 616	je	4	fire		ml	pos	 4	4	28	Male	white
 617	je	2	train		hs	neg	 6	7	29	Male	black
 617	je	3	construct	ivd	neg	 7	7	29	Male	black
 617	je	5	fire		cc	neg	 1	6	29	Male	black
 617	je	1	linebacker	ident	pos	 7	3	29	Male	black
 617	je	4	driver		ml	pos	 6	7	29	Male	black
 618	se	1	train		hs	neg	 1	7	66	Male	white
 618	se	2	construct	cc	neg	 1	1	66	Male	white
 618	se	4	linebacker	ident	neg	 7	7	66	Male	white
 618	se	5	driver		ivd	neg	 7	7	66	Male	white
 618	se	3	fire		ml	pos	 1	6	66	Male	white
 619	se	3	construct	ident	neg	 7	4	56	Female	white
 619	se	4	fire		ivd	neg	 7	6	56	Female	white
 619	se	1	linebacker	hs	pos	 3	7	56	Female	white
 619	se	2	train		cc	pos	 4	7	56	Female	white
 619	se	5	driver		ml	pos	 3	5	56	Female	white
 620	je	1	linebacker	ml	neg	 1	1	32	Male	white
 620	je	2	driver		cc	neg	 3	3	32	Male	white
 620	je	4	construct	ivd	neg	 6	6	32	Male	white
 620	je	3	train		hs	pos	 4	4	32	Male	white
 620	je	5	fire		ident	pos	 5	5	32	Male	white
 621	je	1	driver		ivd	neg	 7	7	34	Female	white
 621	je	3	linebacker	hs	neg	 5	6	34	Female	white
 621	je	4	construct	ident	neg	 7	6	34	Female	white
 621	je	2	fire		ml	pos	 6	6	34	Female	white
 621	je	5	train		cc	pos	 6	7	34	Female	white
 622	je	1	train		ident	neg	 4	2	25	Male	white
 622	je	3	construct	ml	neg	 2	4	25	Male	white
 622	je	4	driver		ivd	neg	 4	4	25	Male	white
 622	je	5	linebacker	hs	neg	 5	5	25	Male	white
 622	je	2	fire		cc	pos	 1	3	25	Male	white
 623	se	1	driver		ivd	neg	 5	5	27	Male	white
 623	se	3	construct	hs	neg	 7	7	27	Male	white
 623	se	5	train		ident	neg	 7	5	27	Male	white
 623	se	2	linebacker	cc	pos	 1	7	27	Male	white
 623	se	4	fire		ml	pos	 1	1	27	Male	white
 624	se	1	construct	ident	neg	 5	3	48	Female	black
 624	se	2	fire		ml	neg	 1	1	48	Female	black
 624	se	5	train		ivd	neg	 6	6	48	Female	black
 624	se	3	linebacker	hs	pos	 3	6	48	Female	black
 624	se	4	driver		cc	pos	 4	4	48	Female	black
 625	je	4	linebacker	ml	neg	 1	1	75	Female	white
 625	je	1	train		hs	pos	 7	7	75	Female	white
 625	je	2	construct	cc	pos	 2	2	75	Female	white
 625	je	3	fire		ident	pos	 7	7	75	Female	white
 625	je	5	driver		ivd	pos	 7	7	75	Female	white
 626	je	3	linebacker	ml	neg	 6	6	26	Female	white
 626	je	5	fire		ident	neg	 7	6	26	Female	white
 626	je	1	driver		cc	pos	 5	7	26	Female	white
 626	je	2	construct	hs	pos	 7	7	26	Female	white
 626	je	4	train		ivd	pos	 7	7	26	Female	white
 627	se	3	fire		cc	neg	 2	3	37	Female	white
 627	se	1	driver		ident	pos	 6	5	37	Female	white
 627	se	2	construct	ml	pos	 3	4	37	Female	white
 627	se	4	train		ivd	pos	 6	6	37	Female	white
 627	se	5	linebacker	hs	pos	 6	6	37	Female	white
 628	se	1	construct	cc	neg	 3	3	33	Male	white
 628	se	2	linebacker	ident	neg	 6	4	33	Male	white
 628	se	3	driver		hs	neg	 7	7	33	Male	white
 628	se	5	fire		ivd	neg	 7	6	33	Male	white
 628	se	4	train		ml	pos	 4	6	33	Male	white
 629	je	1	linebacker	ident	pos	 6	4	54	Male	white
 629	je	2	construct	cc	pos	 2	2	54	Male	white
 629	je	3	fire		ivd	pos	 6	6	54	Male	white
 629	je	4	driver		hs	pos	 6	6	54	Male	white
 629	je	5	train		ml	pos	 4	4	54	Male	white
 630	je	1	train		ivd	neg	 7	6	35	Female	white
 630	je	4	linebacker	hs	neg	 6	7	35	Female	white
 630	je	2	construct	ml	pos	 4	4	35	Female	white
 630	je	3	fire		ident	pos	 7	3	35	Female	white
 630	je	5	driver		cc	pos	 3	5	35	Female	white
 631	je	1	driver		ml	neg	 7	4	26	Male	white
 631	je	2	train		ident	neg	 7	5	26	Male	white
 631	je	4	construct	ivd	neg	 6	5	26	Male	white
 631	je	5	linebacker	hs	neg	 2	6	26	Male	white
 631	je	3	fire		cc	pos	 2	5	26	Male	white
 632	se	1	linebacker	ident	neg	 3	5	25	Male	white
 632	se	2	train		hs	neg	 2	2	25	Male	white
 632	se	3	driver		ml	pos	 2	3	25	Male	white
 632	se	4	fire		ivd	pos	 4	3	25	Male	white
 632	se	5	construct	cc	pos	 1	1	25	Male	white
 633	je	1	train		ml	neg	 3	1	29	Female	asian
 633	je	4	fire		ivd	neg	 5	4	29	Female	asian
 633	je	5	construct	ident	neg	 7	3	29	Female	asian
 633	je	2	linebacker	hs	pos	 5	7	29	Female	asian
 633	je	3	driver		cc	pos	 4	5	29	Female	asian
 634	je	2	driver		ivd	neg	 7	4	65	Female	white
 634	je	4	fire		hs	neg	 5	7	65	Female	white
 634	je	1	linebacker	cc	pos	 1	5	65	Female	white
 634	je	3	train		ident	pos	 7	5	65	Female	white
 634	je	5	construct	ml	pos	 3	1	65	Female	white
 635	je	3	train		ivd	neg	 7	6	20	Male	asian.white
 635	je	4	driver		hs	neg	 5	5	20	Male	asian.white
 635	je	1	fire		ident	pos	 7	3	20	Male	asian.white
 635	je	2	construct	ml	pos	 1	2	20	Male	asian.white
 635	je	5	linebacker	cc	pos	 2	5	20	Male	asian.white
 636	je	4	linebacker	ivd	neg	 6	6	22	Male	white
 636	je	5	fire		cc	neg	 6	6	22	Male	white
 636	je	1	train		hs	pos	 6	5	22	Male	white
 636	je	2	construct	ml	pos	 7	7	22	Male	white
 636	je	3	driver		ident	pos	 6	6	22	Male	white
 637	je	4	fire		ident	neg	 7	4	21	Male	white
 637	je	1	construct	ivd	pos	 7	7	21	Male	white
 637	je	2	linebacker	hs	pos	 4	6	21	Male	white
 637	je	3	driver		ml	pos	 1	2	21	Male	white
 637	je	5	train		cc	pos	 2	4	21	Male	white
 638	se	1	train		ivd	neg	 7	7	37	Male	white
 638	se	2	fire		ident	neg	 7	3	37	Male	white
 638	se	4	construct	ml	neg	 2	2	37	Male	white
 638	se	3	linebacker	cc	pos	 1	3	37	Male	white
 638	se	5	driver		hs	pos	 7	7	37	Male	white
 639	je	1	driver		cc	neg	 4	7	38	Male	white
 639	je	2	linebacker	ml	neg	 7	7	38	Male	white
 639	je	4	construct	ivd	neg	 7	7	38	Male	white
 639	je	5	fire		hs	neg	 2	7	38	Male	white
 639	je	3	train		ident	pos	 7	5	38	Male	white
 640	se	1	linebacker	ml	neg	 2	2	19	Male	latino
 640	se	2	fire		ident	neg	 7	5	19	Male	latino
 640	se	4	driver		hs	neg	 7	7	19	Male	latino
 640	se	3	construct	cc	pos	 7	7	19	Male	latino
 640	se	5	train		ivd	pos	 7	7	19	Male	latino
 641	je	1	fire		cc	neg	 3	4	57	Female	white
 641	je	2	driver		hs	neg	 4	7	57	Female	white
 641	je	3	train		ident	neg	 7	5	57	Female	white
 641	je	4	construct	ml	pos	 1	1	57	Female	white
 641	je	5	linebacker	ivd	pos	 6	5	57	Female	white
 642	je	1	linebacker	hs	neg	 1	6	41	Male	white
 642	je	2	construct	ml	neg	 3	3	41	Male	white
 642	je	3	driver		cc	neg	 4	6	41	Male	white
 642	je	4	fire		ivd	pos	 6	6	41	Male	white
 642	je	5	train		ident	pos	 7	4	41	Male	white
 643	se	1	driver		hs	neg	 6	6	34	Male	white
 643	se	2	train		cc	neg	 2	2	34	Male	white
 643	se	3	fire		ivd	neg	 7	5	34	Male	white
 643	se	4	linebacker	ident	neg	 6	4	34	Male	white
 643	se	5	construct	ml	pos	 1	1	34	Male	white
 644	je	2	fire		hs	neg	 7	7	35	Male	white
 644	je	3	linebacker	ivd	neg	 7	7	35	Male	white
 644	je	1	driver		ident	pos	 7	1	35	Male	white
 644	je	4	train		cc	pos	 3	4	35	Male	white
 644	je	5	construct	ml	pos	 3	3	35	Male	white
 645	se	1	driver		ml	neg	 3	6	20	Male	white
 645	se	3	fire		cc	neg	 3	7	20	Male	white
 645	se	4	linebacker	hs	neg	 3	6	20	Male	white
 645	se	5	train		ident	neg	 5	3	20	Male	white
 645	se	2	construct	ivd	pos	 7	7	20	Male	white
 646	je	4	linebacker	ident	neg	 7	5	32	Male	white
 646	je	1	driver		hs	pos	 7	7	32	Male	white
 646	je	2	train		cc	pos	 7	7	32	Male	white
 646	je	3	construct	ivd	pos	 7	7	32	Male	white
 646	je	5	fire		ml	pos	 6	6	32	Male	white
 647	se	2	driver		ident	neg	 7	2	26	Male	white
 647	se	3	construct	ivd	neg	 7	6	26	Male	white
 647	se	5	fire		hs	neg	 4	6	26	Male	white
 647	se	1	linebacker	ml	pos	 1	1	26	Male	white
 647	se	4	train		cc	pos	 1	3	26	Male	white
 648	se	4	driver		cc	neg	 5	5	58	Female	white
 648	se	5	construct	hs	neg	 6	7	58	Female	white
 648	se	1	linebacker	ivd	pos	 6	6	58	Female	white
 648	se	2	fire		ml	pos	 4	4	58	Female	white
 648	se	3	train		ident	pos	 6	5	58	Female	white
 649	se	1	fire		cc	neg	 5	5	20	Male	black
 649	se	5	driver		ivd	neg	 6	6	20	Male	black
 649	se	2	linebacker	ml	pos	 1	1	20	Male	black
 649	se	3	construct	ident	pos	 4	1	20	Male	black
 649	se	4	train		hs	pos	 5	5	20	Male	black
 650	se	3	train		ml	neg	 1	1	30	Male	black
 650	se	5	driver		cc	neg	 5	5	30	Male	black
 650	se	1	construct	hs	pos	 7	7	30	Male	black
 650	se	2	fire		ivd	pos	 1	5	30	Male	black
 650	se	4	linebacker	ident	pos	 7	1	30	Male	black
 651	je	1	train		ident	neg	 7	6	35	Male	white
 651	je	2	linebacker	ivd	neg	 7	7	35	Male	white
 651	je	3	construct	hs	neg	 7	7	35	Male	white
 651	je	5	fire		cc	neg	 1	2	35	Male	white
 651	je	4	driver		ml	pos	 2	2	35	Male	white
 652	je	1	fire		ident	neg	 7	4	27	Male	white
 652	je	4	train		ivd	neg	 6	4	27	Male	white
 652	je	5	driver		cc	neg	 2	3	27	Male	white
 652	je	2	linebacker	hs	pos	 5	7	27	Male	white
 652	je	3	construct	ml	pos	 2	2	27	Male	white
 653	je	2	linebacker	ml	neg	 1	1	33	Male	black.native.american
 653	je	3	driver		ident	neg	 7	1	33	Male	black.native.american
 653	je	1	train		hs	pos	 7	7	33	Male	black.native.american
 653	je	4	fire		cc	pos	 1	1	33	Male	black.native.american
 653	je	5	construct	ivd	pos	 7	7	33	Male	black.native.american
 654	se	1	driver		ident	neg	 7	5	25	Male	white
 654	se	2	fire		ml	neg	 4	4	25	Male	white
 654	se	3	train		cc	neg	 1	2	25	Male	white
 654	se	4	linebacker	ivd	pos	 6	4	25	Male	white
 654	se	5	construct	hs	pos	 6	7	25	Male	white
 655	je	1	train		ml	neg	 5	5	26	Male	white
 655	je	2	linebacker	ident	pos	 7	1	26	Male	white
 655	je	3	construct	cc	pos	 5	5	26	Male	white
 655	je	4	fire		ivd	pos	 7	7	26	Male	white
 655	je	5	driver		hs	pos	 7	7	26	Male	white
 656	je	1	construct	ident	neg	 7	5	33	Female	white
 656	je	2	train		ivd	neg	 7	7	33	Female	white
 656	je	3	driver		cc	neg	 5	6	33	Female	white
 656	je	4	fire		ml	neg	 5	5	33	Female	white
 656	je	5	linebacker	hs	pos	 5	5	33	Female	white
 657	je	2	train		ivd	neg	 7	7	35	Female	black
 657	je	3	linebacker	ident	neg	 7	1	35	Female	black
 657	je	4	construct	hs	neg	 7	7	35	Female	black
 657	je	5	driver		cc	neg	 2	7	35	Female	black
 657	je	1	fire		ml	pos	 1	1	35	Female	black
 658	je	1	construct	ivd	neg	 7	7	29	Female	asian
 658	je	5	linebacker	ml	neg	 4	5	29	Female	asian
 658	je	2	fire		ident	pos	 7	6	29	Female	asian
 658	je	3	driver		hs	pos	 6	7	29	Female	asian
 658	je	4	train		cc	pos	 6	6	29	Female	asian
 659	se	2	linebacker	cc	neg	 3	5	29	Male	white
 659	se	1	fire		ml	pos	 5	5	29	Male	white
 659	se	3	driver		hs	pos	 7	7	29	Male	white
 659	se	4	construct	ivd	pos	 7	7	29	Male	white
 659	se	5	train		ident	pos	 6	5	29	Male	white
 660	se	1	train		ml	neg	 2	2	34	Male	latino
 660	se	3	driver		ivd	neg	 7	7	34	Male	latino
 660	se	4	linebacker	cc	neg	 2	2	34	Male	latino
 660	se	5	fire		hs	neg	 6	6	34	Male	latino
 660	se	2	construct	ident	pos	 7	3	34	Male	latino
 661	se	3	train		ivd	neg	 5	3	27	Female	white
 661	se	4	linebacker	cc	neg	 6	3	27	Female	white
 661	se	5	driver		hs	neg	 6	3	27	Female	white
 661	se	1	fire		ml	pos	 5	5	27	Female	white
 661	se	2	construct	ident	pos	 6	4	27	Female	white
 662	se	3	fire		ml	neg	 2	4	30	Male	white
 662	se	4	construct	ident	neg	 7	5	30	Male	white
 662	se	5	driver		cc	neg	 5	5	30	Male	white
 662	se	1	linebacker	hs	pos	 6	7	30	Male	white
 662	se	2	train		ivd	pos	 7	7	30	Male	white
 663	se	1	fire		hs	neg	 1	7	48	Female	white
 663	se	2	driver		cc	neg	 1	5	48	Female	white
 663	se	4	construct	ident	neg	 7	1	48	Female	white
 663	se	5	train		ivd	neg	 7	7	48	Female	white
 663	se	3	linebacker	ml	pos	 1	3	48	Female	white
