subj	mode	order	scenario	concept	first	Yp	Yn	age	gender	race
 306	se	1	construct	ivd	neg	 6	6	67	Female	white
 306	se	2	driver		ml	neg	 5	7	67	Female	white
 306	se	4	train		ident	neg	 7	4	67	Female	white
 306	se	3	fire		cc	pos	 4	4	67	Female	white
 306	se	5	linebacker	hs	pos	 5	7	67	Female	white
 307	se	1	construct	ivd	neg	 7	7	24	Male	white
 307	se	2	train		ident	pos	 7	6	24	Male	white
 307	se	3	driver		cc	pos	 5	6	24	Male	white
 307	se	4	linebacker	ml	pos	 1	1	24	Male	white
 307	se	5	fire		hs	pos	 4	7	24	Male	white
 308	se	1	driver		cc	neg	 4	6	30	Male	asian
 308	se	3	fire		hs	neg	 4	7	30	Male	asian
 308	se	5	construct	ident	neg	 7	4	30	Male	asian
 308	se	2	train		ivd	pos	 7	7	30	Male	asian
 308	se	4	linebacker	ml	pos	 1	1	30	Male	asian
 309	se	1	train		ivd	neg	 7	7	41	Female	white
 309	se	2	driver		hs	neg	 7	7	41	Female	white
 309	se	3	construct	cc	neg	 2	2	41	Female	white
 309	se	4	fire		ident	neg	 7	2	41	Female	white
 309	se	5	linebacker	ml	neg	 1	1	41	Female	white
 310	se	4	driver		ivd	neg	 5	7	42	Female	white
 310	se	5	fire		ml	neg	 5	6	42	Female	white
 310	se	1	linebacker	hs	pos	 3	2	42	Female	white
 310	se	2	train		cc	pos	 2	4	42	Female	white
 310	se	3	construct	ident	pos	 2	3	42	Female	white
 311	je	1	fire		ident	neg	 7	1	25	Female	white
 311	je	2	construct	cc	neg	 4	4	25	Female	white
 311	je	3	linebacker	ml	neg	 4	4	25	Female	white
 311	je	4	train		hs	neg	 6	6	25	Female	white
 311	je	5	driver		ivd	neg	 5	5	25	Female	white
 312	je	1	train		hs	neg	 7	7	59	Female	white
 312	je	3	driver		ivd	neg	 7	7	59	Female	white
 312	je	2	construct	cc	pos	 1	1	59	Female	white
 312	je	4	linebacker	ml	pos	 1	1	59	Female	white
 312	je	5	fire		ident	pos	 7	1	59	Female	white
 313	se	1	construct	ml	neg	 4	4	28	Male	white
 313	se	2	linebacker	ivd	neg	 5	3	28	Male	white
 313	se	5	fire		ident	neg	 7	5	28	Male	white
 313	se	3	train		cc	pos	 2	3	28	Male	white
 313	se	4	driver		hs	pos	 6	7	28	Male	white
 314	je	5	driver		cc	neg	 5	6	31	Female	white
 314	je	1	linebacker	hs	pos	 5	7	31	Female	white
 314	je	2	construct	ivd	pos	 7	7	31	Female	white
 314	je	3	train		ml	pos	 3	3	31	Female	white
 314	je	4	fire		ident	pos	 7	4	31	Female	white
 315	se	1	train		ivd	neg	 7	7	21	Female	white
 315	se	2	driver		hs	neg	 7	7	21	Female	white
 315	se	3	fire		cc	neg	 1	1	21	Female	white
 315	se	4	linebacker	ml	pos	 3	4	21	Female	white
 315	se	5	construct	ident	pos	 7	7	21	Female	white
 316	se	3	fire		ident	neg	 6	3	35	Female	white
 316	se	4	train		ivd	neg	 7	7	35	Female	white
 316	se	1	construct	cc	pos	 2	2	35	Female	white
 316	se	2	linebacker	ml	pos	 1	1	35	Female	white
 316	se	5	driver		hs	pos	 6	7	35	Female	white
 317	se	5	linebacker	ident	neg	 7	5	19	Female	white
 317	se	1	fire		hs	pos	 6	7	19	Female	white
 317	se	2	driver		ml	pos	 4	6	19	Female	white
 317	se	3	train		ivd	pos	 7	7	19	Female	white
 317	se	4	construct	cc	pos	 6	6	19	Female	white
 318	je	4	train		ivd	neg	 7	7	51	Male	white
 318	je	5	construct	cc	neg	 2	2	51	Male	white
 318	je	1	linebacker	ml	pos	 1	1	51	Male	white
 318	je	2	fire		hs	pos	 2	6	51	Male	white
 318	je	3	driver		ident	pos	 7	1	51	Male	white
 319	je	3	driver		ident	neg	 7	1	28	Male	black
 319	je	1	fire		ml	pos	 7	7	28	Male	black
 319	je	2	train		ivd	pos	 2	7	28	Male	black
 319	je	4	construct	hs	pos	 3	7	28	Male	black
 319	je	5	linebacker	cc	pos	 1	5	28	Male	black
 320	se	2	fire		ml	neg	 5	6	59	Female	white
 320	se	4	construct	ivd	neg	 7	7	59	Female	white
 320	se	5	driver		cc	neg	 6	5	59	Female	white
 320	se	1	linebacker	hs	pos	 7	7	59	Female	white
 320	se	3	train		ident	pos	 7	7	59	Female	white
 321	je	1	construct	cc	neg	 7	7	65	Male	white
 321	je	4	train		ivd	neg	 7	7	65	Male	white
 321	je	2	fire		hs	pos	 7	7	65	Male	white
 321	je	3	linebacker	ml	pos	 1	1	65	Male	white
 321	je	5	driver		ident	pos	 7	7	65	Male	white
 322	se	5	construct	hs	neg	 7	7	34	Female	white
 322	se	1	driver		cc	pos	 6	6	34	Female	white
 322	se	2	train		ml	pos	 5	5	34	Female	white
 322	se	3	linebacker	ivd	pos	 7	7	34	Female	white
 322	se	4	fire		ident	pos	 6	5	34	Female	white
 323	se	2	fire		ml	neg	 1	1	66	Female	white
 323	se	5	construct	ivd	neg	 7	7	66	Female	white
 323	se	1	driver		ident	pos	 7	4	66	Female	white
 323	se	3	train		hs	pos	 6	7	66	Female	white
 323	se	4	linebacker	cc	pos	 3	4	66	Female	white
 324	je	5	driver		ml	neg	 7	7	42	Female	white
 324	je	1	fire		cc	pos	 5	7	42	Female	white
 324	je	2	construct	hs	pos	 7	7	42	Female	white
 324	je	3	linebacker	ident	pos	 7	3	42	Female	white
 324	je	4	train		ivd	pos	 7	7	42	Female	white
 325	je	1	fire		cc	neg	 2	5	27	Female	white
 325	je	2	driver		ml	neg	 5	7	27	Female	white
 325	je	4	train		hs	neg	 7	7	27	Female	white
 325	je	3	construct	ivd	pos	 7	7	27	Female	white
 325	je	5	linebacker	ident	pos	 6	4	27	Female	white
 326	se	2	construct	ml	neg	 6	6	52	Female	white
 326	se	4	linebacker	ident	neg	 6	4	52	Female	white
 326	se	5	train		hs	neg	 5	7	52	Female	white
 326	se	1	driver		ivd	pos	 6	6	52	Female	white
 326	se	3	fire		cc	pos	 1	4	52	Female	white
 327	je	1	fire		ident	neg	 7	5	23	Male	asian
 327	je	2	driver		ml	neg	 5	6	23	Male	asian
 327	je	3	construct	cc	neg	 5	5	23	Male	asian
 327	je	4	linebacker	hs	neg	 5	6	23	Male	asian
 327	je	5	train		ivd	pos	 6	6	23	Male	asian
 328	je	1	fire		ml	neg	 5	5	57	Male	white
 328	je	4	train		ident	neg	 6	4	57	Male	white
 328	je	5	driver		cc	neg	 6	6	57	Male	white
 328	je	2	construct	ivd	pos	 7	7	57	Male	white
 328	je	3	linebacker	hs	pos	 4	5	57	Male	white
 329	se	3	construct	cc	neg	 3	3	56	Female	white
 329	se	1	linebacker	ident	pos	 6	2	56	Female	white
 329	se	2	driver		ml	pos	 5	6	56	Female	white
 329	se	4	fire		hs	pos	 3	4	56	Female	white
 329	se	5	train		ivd	pos	 6	6	56	Female	white
 330	je	3	driver		hs	neg	 7	7	47	Female	white
 330	je	4	linebacker	ml	neg	 2	7	47	Female	white
 330	je	1	train		ivd	pos	 7	7	47	Female	white
 330	je	2	fire		cc	pos	 1	1	47	Female	white
 330	je	5	construct	ident	pos	 7	4	47	Female	white
 331	se	2	fire		cc	neg	 1	7	23	Female	white
 331	se	1	construct	ml	pos	 6	7	23	Female	white
 331	se	3	train		ivd	pos	 6	7	23	Female	white
 331	se	4	linebacker	hs	pos	 7	7	23	Female	white
 331	se	5	driver		ident	pos	 7	4	23	Female	white
 332	je	1	construct	cc	neg	 6	6	60	Female	white
 332	je	3	fire		ivd	neg	 7	7	60	Female	white
 332	je	2	train		ident	pos	 7	6	60	Female	white
 332	je	4	linebacker	hs	pos	 4	7	60	Female	white
 332	je	5	driver		ml	pos	 6	7	60	Female	white
 333	je	2	construct	ml	neg	 7	7	19	Male	asian.white
 333	je	3	linebacker	hs	neg	 2	7	19	Male	asian.white
 333	je	4	driver		ivd	neg	 7	7	19	Male	asian.white
 333	je	1	train		cc	pos	 5	7	19	Male	asian.white
 333	je	5	fire		ident	pos	 7	4	19	Male	asian.white
 334	je	2	construct	hs	neg	 7	7	30	Male	asian
 334	je	4	linebacker	cc	neg	 1	2	30	Male	asian
 334	je	1	fire		ivd	pos	 7	5	30	Male	asian
 334	je	3	train		ident	pos	 7	6	30	Male	asian
 334	je	5	driver		ml	pos	 3	6	30	Male	asian
 335	se	1	train		cc	neg	 6	6	32	Male	white
 335	se	2	driver		ident	neg	 7	7	32	Male	white
 335	se	4	fire		ivd	neg	 7	7	32	Male	white
 335	se	5	construct	ml	neg	 6	7	32	Male	white
 335	se	3	linebacker	hs	pos	 7	7	32	Male	white
 336	je	2	driver		cc	neg	 4	7	24	Female	asian
 336	je	4	linebacker	ident	neg	 7	1	24	Female	asian
 336	je	5	fire		ivd	neg	 7	4	24	Female	asian
 336	je	1	train		ml	pos	 3	7	24	Female	asian
 336	je	3	construct	hs	pos	 1	7	24	Female	asian
 337	je	5	construct	cc	neg	 1	1	62	Male	white
 337	je	1	linebacker	ident	pos	 7	5	62	Male	white
 337	je	2	fire		ml	pos	 1	1	62	Male	white
 337	je	3	driver		hs	pos	 7	7	62	Male	white
 337	je	4	train		ivd	pos	 7	7	62	Male	white
 338	je	2	construct	ml	neg	 2	2	63	Female	white
 338	je	1	fire		hs	pos	 4	7	63	Female	white
 338	je	3	linebacker	cc	pos	 1	4	63	Female	white
 338	je	4	train		ident	pos	 6	3	63	Female	white
 338	je	5	driver		ivd	pos	 7	7	63	Female	white
 339	se	2	linebacker	ident	neg	 6	5	32	Male	white
 339	se	3	driver		ml	neg	 6	5	32	Male	white
 339	se	5	fire		hs	neg	 7	7	32	Male	white
 339	se	1	construct	cc	pos	 4	6	32	Male	white
 339	se	4	train		ivd	pos	 7	7	32	Male	white
 340	se	1	linebacker	cc	neg	 6	6	23	Male	white
 340	se	2	construct	ml	neg	 3	4	23	Male	white
 340	se	3	driver		hs	neg	 7	7	23	Male	white
 340	se	4	train		ivd	neg	 7	7	23	Male	white
 340	se	5	fire		ident	pos	 7	3	23	Male	white
 341	je	1	driver		ivd	neg	 7	7	23	Female	white.latino
 341	je	3	linebacker	ident	neg	 7	4	23	Female	white.latino
 341	je	4	construct	cc	neg	 2	2	23	Female	white.latino
 341	je	2	fire		hs	pos	 1	7	23	Female	white.latino
 341	je	5	train		ml	pos	 2	7	23	Female	white.latino
 342	se	1	train		ml	neg	 5	5	29	Female	white
 342	se	2	fire		cc	neg	 5	7	29	Female	white
 342	se	3	linebacker	hs	neg	 5	7	29	Female	white
 342	se	4	construct	ivd	neg	 7	7	29	Female	white
 342	se	5	driver		ident	pos	 7	4	29	Female	white
 343	se	1	construct	cc	neg	 1	1	42	Female	white
 343	se	5	driver		ivd	neg	 7	7	42	Female	white
 343	se	2	fire		hs	pos	 1	7	42	Female	white
 343	se	3	train		ident	pos	 7	3	42	Female	white
 343	se	4	linebacker	ml	pos	 1	1	42	Female	white
 344	se	1	construct	cc	neg	 1	1	34	Female	white
 344	se	2	train		ivd	neg	 7	6	34	Female	white
 344	se	3	fire		hs	neg	 2	7	34	Female	white
 344	se	4	linebacker	ml	neg	 3	3	34	Female	white
 344	se	5	driver		ident	pos	 7	3	34	Female	white
 345	je	3	fire		ml	neg	 2	3	27	Male	white
 345	je	5	train		cc	neg	 4	5	27	Male	white
 345	je	1	driver		hs	pos	 7	7	27	Male	white
 345	je	2	linebacker	ident	pos	 6	4	27	Male	white
 345	je	4	construct	ivd	pos	 7	7	27	Male	white
 346	se	2	train		cc	neg	 6	4	25	Male	white
 346	se	3	driver		ident	neg	 3	7	25	Male	white
 346	se	4	linebacker	ivd	neg	 4	6	25	Male	white
 346	se	5	fire		hs	neg	 6	5	25	Male	white
 346	se	1	construct	ml	pos	 6	3	25	Male	white
 347	se	2	fire		cc	neg	 1	1	50	Female	white
 347	se	1	driver		hs	pos	 7	7	50	Female	white
 347	se	3	train		ivd	pos	 7	7	50	Female	white
 347	se	4	linebacker	ident	pos	 7	7	50	Female	white
 347	se	5	construct	ml	pos	 1	2	50	Female	white
 348	se	1	construct	ident	neg	 7	7	46	Female	white
 348	se	3	linebacker	ml	neg	 2	2	46	Female	white
 348	se	5	driver		hs	neg	 7	7	46	Female	white
 348	se	2	fire		ivd	pos	 7	7	46	Female	white
 348	se	4	train		cc	pos	 1	2	46	Female	white
 349	je	2	fire		cc	neg	 1	1	30	Female	white
 349	je	3	train		ml	neg	 1	1	30	Female	white
 349	je	4	driver		ivd	neg	 5	5	30	Female	white
 349	je	1	linebacker	hs	pos	 7	7	30	Female	white
 349	je	5	construct	ident	pos	 6	3	30	Female	white
 350	je	5	fire		cc	neg	 1	1	21	Female	white.latino
 350	je	1	train		hs	pos	 6	7	21	Female	white.latino
 350	je	2	driver		ivd	pos	 7	7	21	Female	white.latino
 350	je	3	construct	ident	pos	 7	1	21	Female	white.latino
 350	je	4	linebacker	ml	pos	 1	1	21	Female	white.latino
 351	se	1	driver		ml	neg	 3	3	38	Male	white
 351	se	2	linebacker	cc	neg	 2	2	38	Male	white
 351	se	3	train		ident	neg	 6	4	38	Male	white
 351	se	5	construct	hs	neg	 6	7	38	Male	white
 351	se	4	fire		ivd	pos	 6	6	38	Male	white
 352	se	4	construct	ivd	neg	 7	7	76	Female	white
 352	se	1	linebacker	cc	pos	 5	2	76	Female	white
 352	se	2	driver		ident	pos	 7	4	76	Female	white
 352	se	3	fire		hs	pos	 7	7	76	Female	white
 352	se	5	train		ml	pos	 2	5	76	Female	white
 353	je	1	driver		ident	neg	 6	6	52	Male	white
 353	je	3	linebacker	cc	neg	 1	4	52	Male	white
 353	je	4	construct	ml	neg	 2	2	52	Male	white
 353	je	5	train		hs	neg	 7	7	52	Male	white
 353	je	2	fire		ivd	pos	 6	6	52	Male	white
 354	se	1	linebacker	ident	neg	 7	6	29	Female	white
 354	se	2	driver		ml	neg	 4	7	29	Female	white
 354	se	3	fire		ivd	neg	 7	7	29	Female	white
 354	se	5	construct	cc	neg	 2	3	29	Female	white
 354	se	4	train		hs	pos	 7	7	29	Female	white
 355	se	3	driver		ident	neg	 7	5	19	Female	white
 355	se	4	construct	ml	neg	 4	3	19	Female	white
 355	se	5	fire		hs	neg	 2	7	19	Female	white
 355	se	1	linebacker	ivd	pos	 6	6	19	Female	white
 355	se	2	train		cc	pos	 4	6	19	Female	white
 356	je	2	fire		cc	neg	 1	2	23	Male	white
 356	je	3	linebacker	ml	neg	 1	1	23	Male	white
 356	je	4	construct	ivd	neg	 7	7	23	Male	white
 356	je	1	train		ident	pos	 7	6	23	Male	white
 356	je	5	driver		hs	pos	 7	7	23	Male	white
 357	je	1	fire		ivd	neg	 7	7	25	Male	white
 357	je	2	linebacker	hs	neg	 5	7	25	Male	white
 357	je	4	driver		ml	neg	 5	5	25	Male	white
 357	je	5	construct	ident	neg	 7	5	25	Male	white
 357	je	3	train		cc	pos	 4	4	25	Male	white
 358	je	2	fire		ml	neg	 1	1	52	Male	white
 358	je	1	driver		ivd	pos	 7	7	52	Male	white
 358	je	3	train		cc	pos	 1	7	52	Male	white
 358	je	4	construct	hs	pos	 7	7	52	Male	white
 358	je	5	linebacker	ident	pos	 7	1	52	Male	white
 359	se	1	construct	ident	neg	 7	5	35	Male	white
 359	se	2	fire		hs	pos	 5	7	35	Male	white
 359	se	3	linebacker	ivd	pos	 7	7	35	Male	white
 359	se	4	train		ml	pos	 3	3	35	Male	white
 359	se	5	driver		cc	pos	 5	5	35	Male	white
 360	se	1	linebacker	ml	neg	 4	2	30	Male	white
 360	se	3	driver		ident	neg	 7	5	30	Male	white
 360	se	5	fire		hs	neg	 7	7	30	Male	white
 360	se	2	construct	cc	pos	 6	6	30	Male	white
 360	se	4	train		ivd	pos	 7	7	30	Male	white
 361	je	1	train		hs	neg	 3	3	37	Male	white
 361	je	2	construct	cc	neg	 7	7	37	Male	white
 361	je	4	fire		ivd	neg	 7	4	37	Male	white
 361	je	3	linebacker	ml	pos	 1	2	37	Male	white
 361	je	5	driver		ident	pos	 7	2	37	Male	white
 362	je	1	train		hs	neg	 6	7	55	Female	white
 362	je	2	fire		ml	neg	 1	1	55	Female	white
 362	je	4	driver		ivd	neg	 6	2	55	Female	white
 362	je	5	construct	ident	neg	 6	2	55	Female	white
 362	je	3	linebacker	cc	pos	 1	4	55	Female	white
 363	se	1	train		ident	neg	 7	4	46	Female	white
 363	se	3	fire		cc	neg	 3	5	46	Female	white
 363	se	2	linebacker	ml	pos	 1	1	46	Female	white
 363	se	4	driver		hs	pos	 6	7	46	Female	white
 363	se	5	construct	ivd	pos	 7	7	46	Female	white
 364	se	1	driver		hs	neg	 7	7	42	Female	white
 364	se	4	fire		cc	neg	 1	2	42	Female	white
 364	se	2	train		ident	pos	 6	6	42	Female	white
 364	se	3	linebacker	ivd	pos	 6	6	42	Female	white
 364	se	5	construct	ml	pos	 3	3	42	Female	white
 365	je	3	linebacker	ml	neg	 2	3	29	Female	white
 365	je	5	train		ident	neg	 7	4	29	Female	white
 365	je	1	fire		hs	pos	 7	7	29	Female	white
 365	je	2	construct	cc	pos	 5	5	29	Female	white
 365	je	4	driver		ivd	pos	 7	7	29	Female	white
 366	se	1	linebacker	ivd	neg	 6	6	43	Male	white
 366	se	2	driver		ident	neg	 7	2	43	Male	white
 366	se	3	train		cc	neg	 1	2	43	Male	white
 366	se	4	construct	hs	pos	 7	7	43	Male	white
 366	se	5	fire		ml	pos	 3	3	43	Male	white
 367	je	1	construct	ivd	neg	 7	7	23	Male	white
 367	je	2	train		ident	neg	 7	7	23	Male	white
 367	je	4	fire		cc	neg	 7	7	23	Male	white
 367	je	5	driver		ml	neg	 1	1	23	Male	white
 367	je	3	linebacker	hs	pos	 7	7	23	Male	white
 368	se	1	construct	ml	neg	 1	5	27	Female	white
 368	se	2	driver		ivd	neg	 5	5	27	Female	white
 368	se	4	linebacker	hs	neg	 6	5	27	Female	white
 368	se	3	fire		ident	pos	 4	5	27	Female	white
 368	se	5	train		cc	pos	 5	5	27	Female	white
 369	se	3	linebacker	cc	neg	 4	6	64	Male	white
 369	se	5	train		ident	neg	 7	3	64	Male	white
 369	se	1	construct	ml	pos	 6	7	64	Male	white
 369	se	2	fire		hs	pos	 2	7	64	Male	white
 369	se	4	driver		ivd	pos	 7	7	64	Male	white
 370	je	4	fire		ml	neg	 2	2	54	Female	white
 370	je	1	construct	hs	pos	 7	7	54	Female	white
 370	je	2	linebacker	ident	pos	 7	5	54	Female	white
 370	je	3	driver		cc	pos	 6	7	54	Female	white
 370	je	5	train		ivd	pos	 7	7	54	Female	white
 371	se	1	train		ident	neg	 6	2	29	Female	white
 371	se	2	driver		ml	neg	 7	7	29	Female	white
 371	se	5	linebacker	ivd	neg	 6	6	29	Female	white
 371	se	3	construct	hs	pos	 7	7	29	Female	white
 371	se	4	fire		cc	pos	 2	3	29	Female	white
 372	se	1	construct	hs	neg	 7	7	37	Female	black
 372	se	3	driver		cc	neg	 1	7	37	Female	black
 372	se	4	linebacker	ml	neg	 7	7	37	Female	black
 372	se	5	fire		ident	neg	 7	7	37	Female	black
 372	se	2	train		ivd	pos	 7	7	37	Female	black
 373	se	1	driver		ident	neg	 5	5	30	Male	black
 373	se	4	fire		hs	neg	 7	5	30	Male	black
 373	se	5	construct	ivd	neg	 4	5	30	Male	black
 373	se	2	train		ml	pos	 5	6	30	Male	black
 373	se	3	linebacker	cc	pos	 6	6	30	Male	black
 374	se	1	linebacker	hs	pos	 7	7	66	Female	white
 374	se	2	fire		ml	pos	 3	5	66	Female	white
 374	se	3	driver		ivd	pos	 7	7	66	Female	white
 374	se	4	construct	cc	pos	 6	6	66	Female	white
 374	se	5	train		ident	pos	 7	6	66	Female	white
 375	je	5	train		hs	neg	 3	5	44	Female	black
 375	je	1	construct	ivd	pos	 3	5	44	Female	black
 375	je	2	linebacker	ml	pos	 5	5	44	Female	black
 375	je	3	fire		ident	pos	 6	5	44	Female	black
 375	je	4	driver		cc	pos	 7	7	44	Female	black
 376	je	1	fire		ivd	neg	 5	3	52	Female	white
 376	je	3	train		ml	neg	 2	2	52	Female	white
 376	je	2	driver		cc	pos	 6	6	52	Female	white
 376	je	4	construct	ident	pos	 2	2	52	Female	white
 376	je	5	linebacker	hs	pos	 6	6	52	Female	white
 377	je	2	driver		ivd	neg	 7	7	28	Male	latino
 377	je	3	linebacker	cc	neg	 1	7	28	Male	latino
 377	je	1	fire		ml	pos	 1	1	28	Male	latino
 377	je	4	train		hs	pos	 7	7	28	Male	latino
 377	je	5	construct	ident	pos	 7	7	28	Male	latino
 378	je	2	fire		ml	neg	 2	2	36	Male	white
 378	je	3	driver		ident	neg	 7	4	36	Male	white
 378	je	4	construct	cc	neg	 6	6	36	Male	white
 378	je	5	train		hs	neg	 6	6	36	Male	white
 378	je	1	linebacker	ivd	pos	 6	7	36	Male	white
 379	se	2	linebacker	hs	neg	 5	4	26	Female	white
 379	se	3	train		ident	neg	 3	4	26	Female	white
 379	se	5	driver		ml	neg	 5	4	26	Female	white
 379	se	1	construct	cc	pos	 5	4	26	Female	white
 379	se	4	fire		ivd	pos	 5	4	26	Female	white
 380	se	3	driver		ivd	neg	 7	7	31	Female	white
 380	se	1	construct	hs	pos	 7	7	31	Female	white
 380	se	2	linebacker	ml	pos	 1	1	31	Female	white
 380	se	4	train		ident	pos	 6	2	31	Female	white
 380	se	5	fire		cc	pos	 1	1	31	Female	white
 381	je	2	construct	ident	neg	 7	1	47	Female	white
 381	je	3	driver		hs	neg	 7	7	47	Female	white
 381	je	5	fire		ivd	neg	 7	7	47	Female	white
 381	je	1	train		ml	pos	 1	1	47	Female	white
 381	je	4	linebacker	cc	pos	 1	7	47	Female	white
 382	se	3	linebacker	cc	neg	 1	1	37	Male	white
 382	se	4	driver		ident	neg	 7	6	37	Male	white
 382	se	1	construct	ml	pos	 1	1	37	Male	white
 382	se	2	fire		ivd	pos	 7	7	37	Male	white
 382	se	5	train		hs	pos	 7	7	37	Male	white
 383	je	1	fire		hs	pos	 4	5	33	Male	latino
 383	je	2	driver		ivd	pos	 5	5	33	Male	latino
 383	je	3	train		cc	pos	 5	5	33	Male	latino
 383	je	4	linebacker	ident	pos	 6	6	33	Male	latino
 383	je	5	construct	ml	pos	 6	6	33	Male	latino
 384	je	1	linebacker	hs	neg	 6	6	37	Male	white
 384	je	5	driver		ml	neg	 5	7	37	Male	white
 384	je	2	construct	ivd	pos	 7	7	37	Male	white
 384	je	3	train		ident	pos	 7	3	37	Male	white
 384	je	4	fire		cc	pos	 1	3	37	Male	white
 385	se	1	train		ivd	neg	 5	5	25	Female	black
 385	se	2	construct	hs	neg	 5	5	25	Female	black
 385	se	3	linebacker	cc	neg	 5	5	25	Female	black
 385	se	4	fire		ident	pos	 6	6	25	Female	black
 385	se	5	driver		ml	pos	 5	6	25	Female	black
 386	je	1	driver		hs	neg	 7	7	21	Male	white.latino
 386	je	3	linebacker	cc	neg	 2	4	21	Male	white.latino
 386	je	2	train		ivd	pos	 7	7	21	Male	white.latino
 386	je	4	fire		ml	pos	 5	5	21	Male	white.latino
 386	je	5	construct	ident	pos	 7	5	21	Male	white.latino
 387	je	1	driver		hs	neg	 7	7	24	Male	black
 387	je	2	fire		cc	neg	 5	6	24	Male	black
 387	je	5	construct	ml	neg	 4	4	24	Male	black
 387	je	3	train		ident	pos	 7	7	24	Male	black
 387	je	4	linebacker	ivd	pos	 6	5	24	Male	black
 388	se	1	driver		cc	neg	 5	6	28	Female	white
 388	se	2	train		ivd	pos	 7	7	28	Female	white
 388	se	3	linebacker	hs	pos	 6	7	28	Female	white
 388	se	4	construct	ident	pos	 7	4	28	Female	white
 388	se	5	fire		ml	pos	 3	3	28	Female	white
 389	je	2	construct	cc	neg	 3	3	32	Female	black
 389	je	4	linebacker	ml	neg	 1	1	32	Female	black
 389	je	1	fire		hs	pos	 6	7	32	Female	black
 389	je	3	driver		ident	pos	 6	5	32	Female	black
 389	je	5	train		ivd	pos	 7	7	32	Female	black
 390	je	2	construct	ml	neg	 5	2	38	Male	white
 390	je	1	linebacker	ivd	pos	 7	7	38	Male	white
 390	je	3	driver		cc	pos	 5	7	38	Male	white
 390	je	4	fire		ident	pos	 7	4	38	Male	white
 390	je	5	train		hs	pos	 7	7	38	Male	white
 391	se	1	train		ident	neg	 3	3	27	Male	white
 391	se	2	fire		hs	neg	 5	5	27	Male	white
 391	se	4	construct	ivd	neg	 4	3	27	Male	white
 391	se	5	driver		ml	neg	 5	4	27	Male	white
 391	se	3	linebacker	cc	pos	 2	4	27	Male	white
 392	se	4	fire		cc	neg	 1	1	45	Male	white
 392	se	1	driver		ml	pos	 1	7	45	Male	white
 392	se	2	train		hs	pos	 7	7	45	Male	white
 392	se	3	construct	ident	pos	 7	5	45	Male	white
 392	se	5	linebacker	ivd	pos	 6	5	45	Male	white
 393	se	1	linebacker	cc	neg	 3	5	29	Male	white
 393	se	2	construct	hs	neg	 7	7	29	Male	white
 393	se	4	train		ml	neg	 4	5	29	Male	white
 393	se	3	driver		ivd	pos	 7	7	29	Male	white
 393	se	5	fire		ident	pos	 7	3	29	Male	white
 394	se	1	driver		ml	neg	 7	7	40	Male	white
 394	se	3	construct	hs	neg	 7	7	40	Male	white
 394	se	5	linebacker	cc	neg	 5	5	40	Male	white
 394	se	2	fire		ivd	pos	 6	6	40	Male	white
 394	se	4	train		ident	pos	 6	6	40	Male	white
 395	je	1	fire		ivd	neg	 7	7	30	Male	white
 395	je	2	driver		ident	neg	 7	5	30	Male	white
 395	je	4	train		hs	neg	 6	7	30	Male	white
 395	je	3	construct	cc	pos	 4	4	30	Male	white
 395	je	5	linebacker	ml	pos	 1	5	30	Male	white
 396	je	2	construct	hs	neg	 7	7	31	Male	white
 396	je	1	linebacker	cc	pos	 3	6	31	Male	white
 396	je	3	driver		ident	pos	 7	5	31	Male	white
 396	je	4	train		ivd	pos	 7	7	31	Male	white
 396	je	5	fire		ml	pos	 3	5	31	Male	white
 397	se	1	driver		ivd	neg	 7	7	56	Female	white
 397	se	3	linebacker	cc	neg	 1	5	56	Female	white
 397	se	4	train		ml	neg	 2	2	56	Female	white
 397	se	2	fire		hs	pos	 1	7	56	Female	white
 397	se	5	construct	ident	pos	 7	1	56	Female	white
 398	je	1	train		ident	neg	 6	2	41	Male	white
 398	je	3	construct	ivd	neg	 7	7	41	Male	white
 398	je	4	linebacker	cc	neg	 1	5	41	Male	white
 398	je	5	driver		hs	neg	 7	7	41	Male	white
 398	je	2	fire		ml	pos	 4	4	41	Male	white
 399	se	1	train		ident	neg	 7	4	61	Female	white
 399	se	2	linebacker	hs	neg	 3	7	61	Female	white
 399	se	5	driver		ivd	neg	 7	7	61	Female	white
 399	se	3	fire		cc	pos	 1	1	61	Female	white
 399	se	4	construct	ml	pos	 3	5	61	Female	white
 400	se	2	train		hs	neg	 6	7	25	Male	latino
 400	se	3	fire		ml	neg	 1	1	25	Male	latino
 400	se	5	linebacker	cc	neg	 1	2	25	Male	latino
 400	se	1	construct	ivd	pos	 7	7	25	Male	latino
